marca,year,color,combustible,puertas,transmision,motor,carroceria,km,price_in_pesos
peugeot,2013,rojo,nafta,5,manual,1.6,hatchback,101000,2200000
honda,2009,blanco,nafta,5,manual,1.4,hatchback,285000,1400000
chery,2019,blanco,nafta,5,manual,1.6,suv,50000,3200000
honda,1998,plateado,nafta,4,automática,2.2,sedán,160000,1160000
toyota,2014,rojo,gnc,4,manual,1.5,sedán,120000,1790000
jeep,2020,negro,nafta,5,automática,1.8,suv,41000,4850000
hyundai,2018,blanco,nafta,5,automática,2.0,suv,56000,6200000
renault,2020,naranja,nafta,5,manual,1.0,hatchback,32940,2100000
renault,2018,rojo,nafta,5,manual,1.0,hatchback,48348,2300000
ford,2017,negro,nafta,5,manual,1.5,hatchback,85000,2048000
hyundai,2016,gris,diésel,5,automática,2.2,suv,209857,5700000
toyota,2014,blanco,diésel,4,manual,2.5,pick-up,171000,3798900
ford,2015,negro,nafta,5,manual,1.6,suv,49000,3730000
chevrolet,2017,blanco,nafta,5,automática,1.8,suv,85000,3600000
ford,2016,rojo,nafta,2,manual,5.0,coupé,30000,13000000
renault,2014,gris,nafta,5,manual,1.6,hatchback,77000,1590000
chevrolet,2012,negro,nafta,4,manual,1.6,sedán,125000,1200000
toyota,2018,gris,diésel,4,automática,2.8,pick-up,94000,6180000
citroën,2016,gris,nafta,5,manual,1.6,hatchback,69000,1999999
renault,2016,negro,nafta,3,manual,1.2,hatchback,46000,1765000
fiat,2011,gris,nafta,5,manual,1.4,hatchback,60000,1250000
citroën,2016,gris,nafta,5,manual,1.5,hatchback,48000,1990000
chevrolet,2014,rojo,nafta,5,manual,1.4,hatchback,97000,1710000
renault,2018,negro,nafta,5,manual,2.0,hatchback,64000,2550000
nissan,2020,blanco,nafta,5,automática,1.6,hatchback,26000,4950000
renault,2019,gris,nafta,3,manual,1.6,furgón,60000,2800000
fiat,2013,plateado,nafta/gnc,4,manual,1.4,sedán,58000,1345000
peugeot,2018,gris,nafta,5,manual,1.6,suv,40000,2990000
volkswagen,2013,negro,diésel,4,manual,2.0,pick-up,173000,3990025
volkswagen,2013,negro,diésel,4,manual,2.0,pick-up,173000,3990000
toyota,2016,blanco,diésel,5,automática,2.8,suv,69000,8700000
renault,2014,gris,nafta,5,manual,1.2,hatchback,78000,800000
volkswagen,2013,negro,nafta,5,automática,4.2,suv,161000,7200000
volkswagen,2017,blanco,nafta,4,automática,1.4,sedán,111700,3290000
chery,2017,negro,nafta,5,automática,2.0,suv,47000,3490000
ford,2007,gris,nafta,4,manual,1.6,sedán,195000,870000
peugeot,2020,blanco,nafta,5,manual,1.6,hatchback,54800,3050000
audi,2008,gris,nafta,4,manual,1.8,sedán,94500,2200000
peugeot,2018,plateado,nafta,5,manual,1.6,hatchback,40000,2250000
fiat,2014,negro,nafta,5,manual,1.6,hatchback,91000,1890000
mini,2019,blanco,nafta,2,manual,1.6,hatchback,27000,7580000
citroën,2019,gris,nafta,5,automática,1.2,suv,10000,4200000
volkswagen,2018,azul,nafta,5,automática,1.6,hatchback,25600,3690000
toyota,2020,blanco,nafta,4,automática,1.8,sedán,20000,5100000
renault,2017,blanco,nafta,4,manual,1.6,suv,123000,3190000
citroën,2014,gris,diésel,4,manual,1.6,sedán,82355,2200000
honda,2011,negro,nafta,4,manual,1.5,sedán,95000,1790000
chevrolet,2018,blanco,nafta,5,automática,1.8,suv,38700,4550000
chevrolet,2018,negro,nafta,5,automática,1.5,suv,33000,6380000
ram,2016,negro,nafta,4,automática,5.7,pick-up,65000,7700000
chevrolet,2016,azul,nafta,4,manual,1.8,sedán,81900,2300000
volkswagen,2016,plateado,nafta,5,manual,1.6,monovolumen,65000,2300000
peugeot,2008,plateado,nafta,4,manual,1.4,hatchback,135000,1090000
toyota,2017,marrón,nafta,4,manual,1.5,sedán,74500,2300000
toyota,2015,blanco,diésel,4,manual,3.0,pick-up,131000,4500000
citroën,2018,negro,nafta,5,automática,1.2,suv,45000,3750000
bmw,2018,blanco,nafta,2,automática,2.0,coupé,53000,7980000
ford,2015,blanco,nafta,5,manual,1.6,hatchback,116500,1850000
toyota,2019,blanco,nafta,4,manual,1.5,sedán,23000,3350000
renault,2018,marrón,nafta,5,manual,2.0,suv,232655,2700000
peugeot,2018,blanco,nafta,5,manual,1.6,suv,46000,3250000
peugeot,2019,gris,nafta,5,manual,1.6,hatchback,22000,3380000
citroën,2015,blanco,nafta,4,manual,2.0,sedán,120000,1985000
volkswagen,2018,azul,nafta,5,manual,1.6,hatchback,58000,2519999
ford,2015,rojo,nafta,5,automática,2.0,suv,65000,2950000
audi,2018,gris,nafta,5,automática,1.4,suv,46000,7200000
peugeot,2018,blanco,diésel,5,manual,1.6,hatchback,69795,3430000
peugeot,2018,plateado,nafta,5,automática,1.6,hatchback,59391,3050000
chevrolet,2019,gris,diésel,4,automática,2.8,pick-up,73500,6980000
citroën,2015,blanco,nafta,5,manual,1.4,furgón,61000,2150000
fiat,2017,blanco,nafta,5,manual,1.4,hatchback,35400,1750000
renault,2018,rojo,nafta,5,manual,2.0,suv,51100,3750000
bmw,2016,blanco,nafta,5,manual,1.6,hatchback,110000,6500000
volkswagen,2013,gris,nafta,4,automática,1.8,sedán,75000,2849900
honda,2019,rojo,nafta,5,automática,1.8,suv,22500,5500000
chevrolet,2016,blanco,nafta,5,manual,1.4,hatchback,87000,2050000
volkswagen,2014,gris,nafta,5,manual,1.6,hatchback,98000,1590000
nissan,2017,azul,nafta,5,manual,1.6,hatchback,43000,4250000
fiat,2020,plateado,nafta,5,manual,1.3,hatchback,38000,2688000
chevrolet,2019,blanco,nafta,5,manual,1.8,monovolumen,88053,3650000
toyota,2020,blanco,nafta,4,automática,1.8,sedán,20000,5100000
audi,2014,negro,nafta,3,automática,1.8,hatchback,64000,4292000
volkswagen,2019,rojo,nafta,5,manual,1.6,suv,27110,4700000
renault,2012,gris,nafta,4,manual,1.6,sedán,148000,1320000
renault,2019,blanco,nafta,5,automática,1.6,suv,40000,4800000
jeep,2018,negro,nafta,5,automática,2.4,suv,59000,7549900
jeep,2013,gris,nafta,5,automática,3.6,suv,110000,4300000
peugeot,2016,rojo,nafta,5,manual,1.5,hatchback,69000,2250000
citroën,2013,negro,nafta,5,manual,1.6,hatchback,110000,1870000
volkswagen,2014,gris,nafta,5,manual,1.6,monovolumen,121300,1740000
peugeot,2015,negro,diésel,4,manual,1.6,monovolumen,112000,2280000
renault,2019,blanco,nafta,3,manual,1.6,furgón,50000,2989000
fiat,2016,blanco,nafta,4,manual,1.6,sedán,145000,1580000
fiat,2015,rojo,nafta,5,manual,1.4,hatchback,88000,1420000
bmw,2016,negro,nafta,4,manual,2.0,sedán,98000,5300000
chevrolet,2021,blanco,nafta,5,automática,1.0,hatchback,1300,4700000
citroën,2021,blanco,nafta,4,manual,1.6,sedán,1300,3900000
jaguar,2017,gris,diésel,5,automática,2.0,suv,50000,13800000
fiat,2020,azul,diésel,4,automática,2.0,pick-up,49000,5450000
volkswagen,2019,dorado,nafta,4,manual,1.6,sedán,1500,3200000
ford,2013,gris,nafta,5,manual,1.6,suv,85000,2200000
jeep,2020,marrón,nafta,5,manual,2.4,suv,27400,6200000
chevrolet,2019,blanco,nafta,2,manual,6.2,coupé,9500,15999800
ford,2020,gris,nafta,5,automática,1.5,hatchback,8185,3793000
jeep,2020,blanco,nafta,5,manual,2.4,suv,19800,6300000
renault,2020,rojo,nafta,5,manual,2.0,suv,21302,3850000
renault,2020,rojo,nafta,5,manual,2.0,suv,21300,3850000
audi,2012,blanco,nafta,3,manual,2.0,hatchback,87000,3400000
volkswagen,2015,azul,diésel,4,manual,2.0,pick-up,190000,3780000
ford,2021,gris,nafta,4,automática,5.0,pick-up,1111,19000000
jeep,2020,gris,nafta,5,manual,2.4,suv,71000,5650000
audi,2021,blanco,nafta,5,automática,3.0,suv,28000,31800000
toyota,2021,blanco,diésel,4,automática,2.8,pick-up,1111,9200000
audi,2010,negro,nafta,4,automática,2.0,sedán,135000,2800000
fiat,2021,plateado,nafta,5,manual,1.3,hatchback,2000,3350000
mitsubishi,2022,blanco,híbrido/nafta,4,automática,1.8,sedán,500,8400000
bmw,2000,celeste,nafta,2,manual,2.5,coupé,175000,1899999
bmw,2010,negro,nafta,4,automática,3.0,sedán,104000,4400000
renault,2020,rojo,nafta,5,manual,1.6,suv,21000,3689900
renault,2011,gris,nafta,3,manual,1.6,furgón,170000,1420000
bmw,2013,azul,nafta,5,automática,3.0,suv,120000,6380000
bmw,2013,azul,nafta,2,automática,2.5,coupé,84000,5200000
jeep,2017,negro,nafta,5,automática,3.6,suv,56000,12000000
ford,2021,gris,nafta,4,automática,5.0,pick-up,1000,18998000
ford,2021,blanco,diésel,4,manual,2.2,pick-up,1000,5500000
toyota,2018,blanco,nafta,4,manual,1.8,sedán,51000,3200000
ram,2020,gris,diésel,4,automática,6.7,pick-up,22000,17800000
fiat,2021,rojo,nafta,4,manual,1.8,sedán,1000,2890000
fiat,2021,blanco,nafta,4,automática,1.8,sedán,550,3690000
ford,2022,blanco,diésel,4,manual,2.2,pick-up,950,5554000
ford,2022,blanco,diésel,2,manual,2.2,furgón,1000,6418000
fiat,2021,blanco,nafta,4,manual,1.3,sedán,7200,2798002
ford,2022,blanco,diésel,4,manual,2.2,pick-up,950,5553000
peugeot,2018,azul,diésel,5,automática,2.0,suv,70000,7490000
peugeot,2021,varios,nafta,5,automática,1.6,suv,1001,5300000
chevrolet,2019,blanco,nafta,5,manual,1.4,hatchback,33000,2200000
citroën,2013,negro,nafta,5,manual,1.6,hatchback,126675,1850000
volkswagen,2018,azul,diésel,4,automática,3.0,pick-up,80000,7500000
renault,2018,rojo,nafta,5,manual,2.0,suv,92012,3750000
fiat,2013,rojo,nafta,5,manual,1.4,hatchback,146000,1550000
renault,2021,blanco,nafta,5,manual,1.0,hatchback,12600,2350000
renault,2020,negro,nafta,5,manual,1.6,hatchback,40000,2688000
renault,2020,negro,nafta,5,manual,1.6,hatchback,40000,2687900
peugeot,2012,plateado,nafta,5,manual,2.0,hatchback,86000,2290000
chevrolet,2013,dorado,nafta,5,manual,2.4,suv,137962,3100000
nissan,2020,blanco,diésel,4,manual,2.3,pick-up,60000,6900000
toyota,2013,blanco,diésel,4,manual,2.5,pick-up,157000,3500000
volkswagen,2016,blanco,diésel,4,manual,2.0,pick-up,90000,5000000
nissan,2020,blanco,diésel,4,manual,2.3,pick-up,60000,6900000
ford,2015,blanco,diésel,4,automática,3.2,pick-up,120000,4800000
volkswagen,2016,plateado,nafta,4,manual,2.5,sedán,76000,3300000
volkswagen,2016,gris,diésel,4,manual,2.0,pick-up,138000,5350000
ford,2014,blanco,nafta,5,automática,2.0,suv,89000,2700000
volkswagen,2016,plateado,nafta,5,manual,1.6,monovolumen,96000,2400000
nissan,2019,negro,nafta,4,manual,1.6,sedán,34000,2500000
renault,2016,plateado,nafta,3,manual,1.2,hatchback,72000,1550000
volkswagen,2021,marrón,nafta,5,automática,1.6,suv,26110,5300000
honda,2017,gris,nafta,4,automática,2.0,sedán,66000,4700000
alfa romeo,2013,gris,nafta,5,manual,1.4,hatchback,85000,2600000
audi,2021,blanco,nafta,3,automática,1.4,hatchback,500,7840000
audi,2021,blanco,nafta,5,automática,1.5,hatchback,1000,10114000
mercedes-benz,2014,blanco,nafta,5,automática,2.0,hatchback,77160,6427700
volkswagen,2018,blanco,diésel,4,automática,2.0,pick-up,96000,5800000
renault,2017,blanco,nafta,5,manual,1.6,hatchback,47000,2290000
ford,2019,rojo,diésel,4,manual,3.2,pick-up,35000,5950000
volkswagen,2013,plateado,nafta,4,manual,2.5,sedán,87000,2500000
volkswagen,2019,blanco,diésel,4,manual,2.0,pick-up,95000,4650000
citroën,2019,negro,nafta,5,manual,1.6,suv,22000,3580000
ford,2017,rojo,nafta,5,manual,1.5,hatchback,37000,1990000
ford,2018,gris,diésel,4,manual,2.2,pick-up,95000,4450000
peugeot,2017,blanco,nafta,5,manual,1.6,hatchback,43000,2900000
honda,2017,blanco,nafta,5,automática,1.5,hatchback,115000,2000000
ford,2019,blanco,diésel,4,manual,3.2,pick-up,31490,5460000
kia,2015,blanco,diésel,2,manual,2.5,light truck,189000,3400000
peugeot,2016,azul,nafta,5,automática,1.6,hatchback,66000,2620000
ford,2019,plateado,nafta,5,manual,1.5,suv,31000,3430000
chevrolet,2019,gris,nafta,4,manual,1.4,sedán,55000,2540000
chevrolet,2018,blanco,diésel,4,manual,2.8,pick-up,115000,4900000
mitsubishi,2016,gris,diésel,4,automática,3.2,pick-up,55000,5990000
bmw,2010,gris,nafta,2,manual,2.5,coupé,95000,5599800
toyota,2019,gris,diésel,4,manual,2.4,pick-up,75574,6060000
peugeot,2013,blanco,nafta,5,manual,1.6,monovolumen,114000,2450000
jeep,2018,blanco,nafta,5,manual,1.8,suv,55000,3990000
peugeot,2017,blanco,nafta,5,manual,1.6,hatchback,83000,3180000
renault,2018,blanco,nafta,5,manual,2.0,hatchback,30887,2550000
ford,2015,blanco,nafta,5,manual,1.6,suv,104000,2990000
toyota,2019,gris,nafta,4,automática,1.8,sedán,56000,3900000
nissan,2019,plateado,nafta,4,manual,1.6,sedán,33000,2500000
toyota,2012,plateado,diésel,5,automática,3.0,suv,140000,6000000
citroën,2012,negro,nafta/gnc,5,manual,1.6,hatchback,150000,1400000
peugeot,2015,azul,nafta,5,manual,1.5,hatchback,98000,2050000
volkswagen,2015,celeste,nafta,5,manual,1.6,hatchback,142000,1790000
honda,2008,negro,nafta,5,automática,2.4,suv,186000,2500000
ford,2019,azul,nafta,5,automática,1.5,suv,11000,3950000
audi,2016,negro,nafta,4,automática,2.0,sedán,87000,6200000
toyota,2013,blanco,diésel,4,manual,3.0,pick-up,155000,4800000
renault,2015,gris,nafta/gnc,3,manual,1.6,furgón,152000,1750000
toyota,2016,rojo,nafta,4,automática,1.8,sedán,42365,3150000
volkswagen,2018,blanco,nafta,5,automática,1.4,suv,108000,6299000
toyota,2016,azul,nafta,4,automática,1.5,sedán,69000,2100000
ford,2012,negro,nafta,5,manual,2.0,hatchback,149000,1550000
ford,2015,azul,diésel,4,manual,3.2,pick-up,115000,4200000
volkswagen,2012,rojo,nafta,2,manual,2.0,coupé,90000,4380000
fiat,2013,negro,nafta,5,manual,1.4,monovolumen,128000,1649000
jeep,2018,negro,nafta,5,manual,1.8,suv,59500,4170000
volkswagen,2013,blanco,nafta,4,manual,1.6,sedán,90000,1590000
chevrolet,2015,blanco,nafta,4,manual,1.4,sedán,119000,1350000
volkswagen,2017,blanco,nafta,5,manual,1.6,hatchback,41000,2200000
ford,2006,negro,diésel,4,manual,3.0,pick-up,237000,1870000
ford,2014,gris,diésel,5,manual,1.5,suv,110000,2400000
chevrolet,2013,gris,nafta,4,manual,1.8,sedán,104423,1650000
ford,2016,blanco,nafta,5,manual,2.0,hatchback,43000,2900000
ford,2011,azul,nafta,5,manual,1.6,suv,140000,1490000
nissan,2020,gris,nafta,4,manual,2.0,sedán,18000,4650000
honda,2017,gris,nafta,3,automática,1.5,hatchback,103000,5000000
toyota,2010,blanco,diésel,4,manual,2.5,pick-up,204000,2990000
volkswagen,2011,negro,nafta,5,manual,1.6,hatchback,100000,1400000
audi,2016,gris,nafta,3,automática,2.0,hatchback,67000,8600000
ford,2015,gris,nafta,5,manual,1.6,hatchback,47000,2425000
ford,2013,azul,diésel,4,manual,3.2,pick-up,160000,3650000
ford,2017,blanco,nafta,5,manual,2.0,suv,41500,3307000
bmw,2020,blanco,nafta,5,automática,2.0,suv,19300,16400000
peugeot,2018,gris,nafta/gnc,4,manual,1.6,monovolumen,70000,2720000
fiat,2012,gris,nafta,5,manual,1.4,hatchback,108000,1300000
peugeot,2017,blanco,nafta,3,manual,1.4,furgón,39000,2700000
chevrolet,2018,blanco,nafta,5,manual,1.4,hatchback,77500,2200000
volkswagen,2020,marrón,nafta,5,automática,1.6,suv,73000,5200000
volkswagen,2008,gris,nafta,3,manual,2.0,hatchback,95000,1750000
renault,2013,gris,nafta,5,manual,1.2,hatchback,138000,1299999
nissan,2019,blanco,nafta,5,manual,1.6,hatchback,30000,2200000
chevrolet,2014,negro,nafta,5,manual,1.8,suv,97000,2650000
jeep,2016,gris,nafta,5,manual,1.8,suv,68000,3300000
chevrolet,2020,plateado,nafta,5,manual,1.4,hatchback,32000,2400000
peugeot,2016,gris,nafta,5,manual,1.6,hatchback,100500,2300000
peugeot,2016,plateado,nafta,5,manual,1.4,hatchback,65000,1750000
mercedes-benz,2012,blanco,diésel,2,manual,2.1,furgón,223000,4550000
toyota,2009,blanco,diésel,4,manual,3.0,pick-up,220000,3600000
chevrolet,2019,plateado,nafta,4,manual,1.4,sedán,33000,2250000
land rover,1998,verde,diésel,5,manual,3.0,suv,302000,1800000
fiat,2016,blanco,nafta,3,manual,1.4,furgón,99900,1950000
fiat,2010,marrón,nafta,5,manual,1.8,rural,106000,1318000
citroën,2018,rojo,diésel,4,manual,1.6,sedán,62000,3622000
ford,2012,blanco,nafta,5,manual,1.6,hatchback,130000,1650000
fiat,2019,negro,nafta,3,manual,1.4,hatchback,23672,4980000
chevrolet,2021,azul,nafta,5,manual,1.8,monovolumen,4200,4300000
volkswagen,2021,blanco,diésel,4,manual,2.0,pick-up,100000,5800000
mercedes-benz,2013,azul,nafta,5,manual,1.6,monovolumen,40000,3400000
honda,2015,blanco,nafta,5,automática,1.8,suv,80000,3700000
toyota,2018,rojo,diésel,4,automática,2.8,pick-up,105000,6900000
peugeot,2018,negro,nafta,5,manual,1.6,suv,43000,3300000
volkswagen,2019,blanco,diésel,4,manual,2.0,pick-up,38000,5000000
citroën,2011,plateado,nafta,5,manual,1.4,hatchback,110000,1199999
toyota,2016,gris,nafta,5,automática,1.5,hatchback,42100,2850000
ford,2016,gris,nafta,5,automática,2.0,hatchback,72000,3450000
peugeot,2018,blanco,diésel,4,manual,1.6,sedán,40000,3450000
peugeot,2017,blanco,nafta,5,manual,1.6,hatchback,83000,3199999
ford,2015,rojo,nafta,5,manual,1.6,hatchback,115000,2200000
chevrolet,2015,negro,nafta,5,manual,1.8,suv,69000,2950000
volkswagen,2012,blanco,nafta,5,manual,1.6,hatchback,78000,1600000
ford,2020,gris,nafta,4,manual,1.5,sedán,49900,2610000
volkswagen,2017,gris,nafta,4,automática,1.4,sedán,59000,4200000
volkswagen,2013,gris,nafta,5,manual,1.6,monovolumen,117000,1750000
volkswagen,2013,gris,nafta,5,manual,1.4,hatchback,90000,1297999
volkswagen,2013,gris,nafta,5,manual,1.4,hatchback,90000,1298000
toyota,2017,blanco,nafta,5,manual,1.5,hatchback,70000,2130000
ford,2020,azul,diésel,4,automática,2.0,pick-up,33000,11900000
volkswagen,2016,plateado,nafta,5,manual,1.6,hatchback,54000,2450000
smart,2015,negro,nafta,3,automática,1.0,hatchback,64000,2100000
volkswagen,2018,plateado,diésel,4,automática,2.0,pick-up,113000,6390000
volkswagen,2017,blanco,nafta,5,manual,1.6,hatchback,45000,2900000
renault,2017,gris,nafta,5,manual,2.0,suv,63000,3200000
chevrolet,2014,gris,nafta,4,manual,1.8,sedán,113712,1890000
peugeot,2014,marrón,nafta,5,manual,1.5,hatchback,71000,1890000
volkswagen,2017,plateado,diésel,4,automática,2.0,pick-up,114000,5100000
nissan,2018,plateado,nafta,5,manual,1.6,hatchback,55000,4350000
mercedes-benz,2018,gris,nafta,5,automática,3.0,suv,22000,25980000
nissan,2018,plateado,nafta,5,manual,1.6,hatchback,55000,4350000
mercedes-benz,2018,gris,nafta,5,automática,3.0,suv,22000,25980000
citroën,2012,azul,nafta,5,manual,1.6,hatchback,84000,1750000
toyota,2015,azul,nafta,5,manual,1.5,hatchback,45000,2355000
renault,2017,blanco,nafta,5,manual,2.0,suv,74100,3190000
peugeot,2015,blanco,nafta,3,manual,1.4,furgón,145000,1585000
dodge,2017,gris,nafta,5,automática,2.4,suv,110000,4770000
volkswagen,2019,blanco,nafta,5,automática,1.6,suv,62000,4630000
peugeot,2019,blanco,nafta,5,automática,1.6,hatchback,48000,3495000
volkswagen,2021,plateado,diésel,4,automática,2.0,pick-up,500,7570000
smart,2011,rojo,nafta,3,automática,1.0,hatchback,58585,2400000
fiat,2018,blanco,nafta/gnc,5,manual,1.8,hatchback,58000,2647999
nissan,2019,plateado,nafta,5,manual,1.6,hatchback,29000,2200000
chevrolet,2019,plateado,nafta,4,manual,1.4,sedán,31000,2250000
peugeot,2016,blanco,nafta,4,automática,1.6,sedán,60000,2650000
volkswagen,2016,plateado,nafta,5,automática,1.4,hatchback,40000,4500000
citroën,2007,rojo,nafta,2,manual,2.0,coupé,145000,1890000
citroën,2007,rojo,nafta,2,manual,2.0,coupé,145000,1870000
citroën,2016,blanco,diésel,4,manual,1.6,furgón,139000,2250000
honda,2017,blanco,nafta,5,automática,1.8,suv,64000,4500000
citroën,2019,blanco,diésel,3,manual,1.6,furgón,45000,2600000
chevrolet,2019,plateado,nafta,4,manual,1.4,sedán,26000,2250000
ford,2016,negro,nafta,4,automática,2.0,sedán,78000,3950000
volkswagen,2018,gris,diésel,4,automática,2.0,pick-up,80000,7350000
chevrolet,2016,negro,nafta,4,manual,1.4,sedán,146800,990000
ford,2013,negro,nafta,5,manual,1.6,suv,78000,2100000
toyota,2011,plateado,nafta,5,automática,2.4,suv,105000,2890000
toyota,2015,blanco,nafta,4,manual,1.5,sedán,148000,1800000
renault,2018,rojo,nafta,5,manual,1.6,suv,40000,3200000
peugeot,2014,gris,nafta,5,manual,1.6,monovolumen,136300,2050000
volkswagen,2014,gris,nafta,3,manual,1.0,hatchback,93000,1748000
volkswagen,2016,blanco,nafta,4,manual,2.5,sedán,91900,3340000
toyota,2017,blanco,diésel,4,automática,2.8,pick-up,65000,6600000
renault,2017,blanco,diésel,3,manual,2.3,furgón,82000,4600000
renault,2017,gris,nafta,5,manual,1.6,hatchback,65000,1730000
renault,2017,negro,nafta,4,manual,2.0,sedán,100031,2121000
volkswagen,1999,blanco,nafta,5,manual,1.8,hatchback,220000,1700000
renault,2019,blanco,nafta,5,manual,1.6,hatchback,25000,2300000
jeep,2017,azul,nafta,5,manual,1.8,suv,55000,3950000
peugeot,2015,blanco,nafta,5,manual,1.6,hatchback,116000,2550000
renault,2020,gris,nafta,4,manual,1.6,suv,20000,3850000
toyota,2013,blanco,nafta,4,automática,2.5,sedán,97100,2990000
volkswagen,2021,gris,nafta,5,manual,1.6,hatchback,17000,3120000
chevrolet,2016,gris,nafta,5,automática,1.8,suv,89700,3350000
peugeot,2016,blanco,nafta,5,manual,1.6,suv,56000,3000000
toyota,2017,blanco,nafta,4,manual,1.8,sedán,56000,3750000
chevrolet,2015,gris,nafta,4,manual,1.4,sedán,61000,980000
